env,sampler,potential_fn,seed,n_episodes,train_return_mean_last20,train_return_mean_all,eval_return_mean,task_param_diversity,n_new_episodes,n_replay_episodes,final_buffer_size,wall_time_sec
pendulum,random,l1_value_loss,1,296,-1179.5874849526515,-1305.9028396491615,-1237.5990833628612,0.2828227936624445,144,152,144,4.842215061187744
pendulum,random,l1_value_loss,2,296,-1283.6960909403838,-1275.000201179473,-1110.92140799653,0.28264812676077267,147,149,147,5.099408864974976
pendulum,random,l1_value_loss,3,296,-1286.567021539427,-1306.3787926365978,-1167.4141379194734,0.2840485441308963,146,150,146,5.095990180969238
pendulum,random,max_mc,1,296,-1164.9275574413464,-1205.7660812650743,-1223.0210105145134,0.2959757909148264,144,152,144,5.082589864730835
pendulum,random,max_mc,2,296,-1108.267327067614,-1244.6703966377493,-1145.9928814859547,0.2947771426915734,147,149,147,5.088640213012695
pendulum,random,max_mc,3,296,-1317.9875327516297,-1294.4610670714983,-1244.3477489909164,0.2896999355688915,146,150,146,4.862614870071411
pendulum,random,td_error_l2,1,296,-1253.5947892030085,-1303.024071436637,-1266.6076538092673,0.28889331158171605,144,152,144,4.812981128692627
pendulum,random,td_error_l2,2,296,-1276.7717976346753,-1314.0950281167309,-1166.210716441362,0.28981439465795766,147,149,147,4.8818581104278564
pendulum,random,td_error_l2,3,296,-1318.2632895677607,-1295.8161808618363,-1297.9904564790538,0.2854238843516158,146,150,146,4.862540006637573
pendulum,random,alp,1,296,-1507.8095527657056,-1267.2315711562094,-1236.718254797973,0.28417636767700744,144,152,144,4.8010571002960205
